final_text,sentiment
ordered butter chicken daal essential buttered daal little no tasteflavour naan tasty crispy best part,1
many cheesecake worst doesnt take good,1
dilevery partner humble,0
cheeza messy position,1
one friend suggested warrahi ordered hidden crust pizza falafal wrap makani pasta turkish pide newely launched food really amazing health vegan option available visit,0
place good rating filled till dark green portion ordered fish curry fish tikka lassi time totally blessed read lot review yelling staff behavior seriously found staff humble courteous,0
worst manager worst staff worst owner never recommend go way talking poor show bagging u,1
shibugood servicesnice quality food special tandori chicken orderedyummy taste overall good experience,0
food delicious tasty service place excellence food reasonable middle class family shibu,0
worth visit like home away home staff super nice highly recommend visit cafe least oncespecial thanks owner vijay gaurav,0
awful experience seating uncomfortable view average food mediocre yet highly overpriced,1
bad test food delivery boy rude behaviour not like,1
choco chip cake ordered delivered promptly absolutely divine chocolate chip perfectly distributed cake incredibly moist five star quick delivery delicious treat,0
tasteless chicken taste like used old chicken,1
staff unsupportive ambience okeyyishmore offer given zomato not acceptable dont surprised u r denied one,1
place great atmosphere chill cool staff also really friendly mr pintu lovely nature know theyre talking tell making customer happy main priority food pretty good italian classic twist price worth,0
worst food,1
food ok went no one else difficult judge service really good satisfied,0
toooooo spicy flake already,1
poor food stinky naver order,1
good service deshraj meena,0
food good packed nicely however please make sure send packet properly taped thanks,0
nice ambience great food perfect place cooperative staff office bar woodoven pizza amazing something everbody try tried farmhouse pizza honey chilli potato virgin mojito althoughi didnt like honey chilli potato much pizza mocktails amazing would recommend place friend family,0
awesome service manbar singh give u best service food delicious always recommended please come oncereally appreciatedthank,0
poor experience patissre sent one fresh fruit chantility ordered two contacted not agree refund give coupon rupee ala item rupee see cheating first dont swnd complete order item delivered spilled third not acknowledge mistake justice customer,1
dont like,1
menu simple carefully curated people wanting healthy food lack punch flavour make consumer come back,0
something attractive mocktails food blogger craving try variety combination ever since order satiate thirst craving one experience visited best brew let talk three moctails got chance sip cranberry gintini delight cup cranberry juice sparkling water part mint syrup fresh cranberry time fresh mint freshen flavor lot nad lot crushed ice make fall every time liked worth tryingratings fire ice one specifically took heart away die chilli fan forever saw,0
best bbq chicken sandwich ever best bbq chicken sandwich ever,0
service really good vimal sagar food really good thankyou much service,0
excellent taste thank,0
itne chote samose,1
price ive x food slightly better quality similar quantity felt almost like almost gourmet place,1
pathetic food paneer missing paneer sabji,1
best place jaipur coffee light healthy food cake awesome reasonable always full tourist local,0
really wish place good food overhyped nothing quality food baad call italian cuisine sell low class quality food name italian rude waiter manager well,1
jeetu bhai best service given,0
booked table two christmas eva dinner walked received warm welcome everyone every one festive mode happy face warm attitude service great work guy keep coming food best buffet seen city eye appealing mouth watering thanks sirocco making dinner special kudos team keep,0
extreme kebab lover visited kebab curry last visit world trade food court cozy sitting arrangement sofa dim litted make ambience soothing much decision looking menu several time settled peshwari kebab kalmi kebab lachcha paratha butter naan matka chicken gulabjamun rabri peshwari kalmi kebab soft succulent tasty con bone piece big perfectly cooked matka chicken special dish little disappointing minced meat chicken egg top,0
